species,avg,stdev,lower95,upper95
bongul,0.4335463890762615,0.006315589297555351,0.42116783405305297,0.44592494409947
borchi2,0.44001772062467304,0.0019328686609648245,0.436229298049182,0.4438061432001641
botgra,0.4382313470327151,0.00940959367379104,0.41978854343208466,0.45667415063334554
brant,0.4358706973502148,0.011503351896448142,0.41332412763317644,0.4584172670672531
brdowl,0.440056548766967,0.0010727143945082214,0.4379540285537309,0.4421590689802031
brebla,0.43997704566220186,0.0012251856152088259,0.43757568185639256,0.44237840946801116
brespa,0.44001021407852625,0.0011594743853656064,0.43773764428320966,0.44228278387384284
britit,0.4399587554487589,0.00871477195349268,0.42287780241991324,0.45703970847760456
brncre,0.4399474596514234,7.732740795462303e-4,0.4384318424555128,0.441463076847334
brnowl,0.4400626049252566,0.002917122502427209,0.4343450448204993,0.44578016503001394
brnthr,0.43998665091219136,6.576232534095266e-4,0.43869770933550867,0.44127559248887405
brocow,0.4403463613053583,0.006711137748941918,0.4271925313174322,0.45350019129328445
brthum,0.4399915112585382,0.002207694735326931,0.4356644295772974,0.444318592939779
brwhaw,0.4400630138293237,0.0034783775199686414,0.4332453938901852,0.44688063376846227
btbwar,0.4398626745660131,0.0020593346501852684,0.43582637865164997,0.4438989704803762
btnwar,0.4399632924817834,0.0012609896339972786,0.4374917527991487,0.4424348321644181
btywar,0.4399883398892801,0.0015632858541675186,0.43692429961511176,0.44305238016344844
bubsan,0.4403744913555526,0.00874472233161313,0.4232348355855909,0.45751414712551436
buffle,0.4363120270291312,0.0027335451335158355,0.4309542785674402,0.4416697754908222
buggna,0.4399951951397194,7.273989652456811e-4,0.4385694931678379,0.44142089711160093
buhvir,0.43994962609542904,0.0010969025680025487,0.43779969706214406,0.442099555128714
bulori,0.43997711460458044,0.0010790369207350796,0.4378622022399397,0.4420920269692212
burowl,0.4400103177613956,0.0018566206693352665,0.4363713412494985,0.4436492942732927
bushti,0.43997211282012527,0.0021687670933270026,0.43572132931720436,0.4442228963230462
buwtea,0.43979372066872996,0.001688625713349526,0.4364840142705649,0.44310342706689504
buwwar,0.4399834423072639,0.0019083553964758613,0.4362430657301712,0.4437238188843566
cacgoo1,0.4395650583503427,0.003418116177614332,0.4328655506422186,0.4462645660584668
cacwre,0.4399935312354678,0.0026948337315535822,0.4347116571216228,0.4452754053493128
calgul,0.4405943423726019,0.04653938226686198,0.3493771531295524,0.5318115316156514
calhum,0.4399582171837302,0.0024074790680869967,0.43523955821027965,0.4446768761571807
calqua,0.4400952493991413,0.0027738590744322135,0.43465848561325415,0.44553201318502844
calthr,0.4401530893943436,0.006429681603594728,0.4275509134512979,0.4527552653373893
caltow,0.43992005253463595,0.005060580079055357,0.43000131557968746,0.44983878948958445
camwar,0.4397889468548898,0.0014802132133898862,0.4368877289566456,0.44269016475313394
cangoo,0.4399337880139992,0.0011736593335996538,0.43763341572014386,0.4422341603078545
cantow,0.43990963706714786,0.0032612062923654296,0.4335176727341116,0.4463016014001841
canvas,0.4394385496108978,0.01861217455363654,0.4029586874857702,0.4759184117360254
canwar,0.43987233801650955,0.0017698871545229087,0.43640335919364465,0.44334131683937444
canwre,0.4399730568873906,0.0028186025024429144,0.4344485959826025,0.44549751779217867
carchi,0.4400144180631125,0.0010143208686263956,0.43802634916060473,0.4420024869656202
carwre,0.4400128577021207,9.453914407631765e-4,0.43815989047822484,0.4418658249260165
casfin,0.43999808966773973,0.001525968659391003,0.43700719109533337,0.4429889882401461
caskin,0.4399210012514818,0.002093922015480045,0.43581691410114093,0.4440250884018227
casspa,0.4399885695077835,0.0018261510963506577,0.4364093133589362,0.4435678256566308
caster1,0.41365655347252234,0.01310089613198741,0.38797879705382704,0.43933430989121763
casvir,0.4399897056183382,0.0015573567334587828,0.436937286420759,0.4430421248159174
categr,0.4398021365238057,0.005452677588287934,0.42911488845076134,0.45048938459685
cavswa,0.44001236746466893,0.0022151532886233224,0.43567066701896723,0.44435406791037063
cedwax,0.43992358797607123,6.116526779947796e-4,0.43872474872720146,0.441122427224941
cerwar,0.44009385169792764,0.003808126430545231,0.43262992389405897,0.4475577795017963
chbchi,0.43991507274657526,0.0030316568848903925,0.4339730252521901,0.4458571202409604
chclon,0.4400123979703726,0.0021759119643184935,0.43574761052030836,0.44427718542043687
chirav,0.4400696413673586,0.0033701877514511094,0.4334640733745144,0.4466752093602028
chispa,0.439976252477245,5.078399728552606e-4,0.43898088613044867,0.4409716188240413
chiswi,0.4399862216308268,0.003448730501063054,0.43322670984874323,0.44674573341291035
chswar,0.43995232880656565,0.0012805838091185459,0.4374423845406933,0.442462273072438
chwwid,0.4399470775830532,0.0016680420468443635,0.4366777151712382,0.44321643999486815
cintea,0.4399163304627897,0.0027733240444204406,0.43448061533572563,0.4453520455898538
clagre,0.44048282706302727,0.013790734337535394,0.4134529877614579,0.46751266636459665
clanut,0.43996617658503107,0.0021121330091645302,0.43582639588706856,0.44410595728299357
clcspa,0.43997804989491823,0.0010008523497326222,0.4380163792894423,0.44193972050039415
cliswa,0.4399691474202008,8.058820670708696e-4,0.4383896185687419,0.4415486762716597
cogdov,0.44020221950545846,0.0034099360479692394,0.43351874485143876,0.44688569415947815
comgal1,0.44005842714293986,0.006391920943843876,0.4275302620930059,0.45258659219287384
comgol,0.43739007335746055,0.004280728829372305,0.42899984485189085,0.44578030186303025
comgra,0.4399700984742918,0.012909916739357288,0.41466666166515154,0.46527353528343207
comloo,0.43254821664052884,0.00415599820518299,0.4244024601583702,0.4406939731226875
commer,0.43970149978496076,0.008502336399210216,0.42303692044250873,0.4563660791274128
comnig,0.43988984055065966,7.616320126263029e-4,0.4383970418059121,0.4413826392954072
compoo,0.43998127279905125,0.0014643548553185924,0.4371111372826268,0.4428514083154757
comrav,0.43904869116992257,6.151654676162506e-4,0.4378429668533947,0.44025441548645045
comred,0.43968020148743253,0.0010116177250602684,0.4376974307463144,0.44166297222855067
comter,0.38636847016545073,0.024456623999110683,0.3384334871271938,0.43430345320370767
comyel,0.43988691260951934,6.100401260318608e-4,0.4386912339624969,0.4410825912565418
conwar,0.43985579683397646,0.005235362975774863,0.4295944854014577,0.4501171082664952
coohaw,0.43997863693848954,4.8562314147744426e-4,0.4390268155811938,0.4409304582957853
corfly,0.44001967634647415,0.002410059098305182,0.435295960513796,0.4447433921791523
coshum,0.4399931101897256,0.003565833309324227,0.4330040769034501,0.44698214347600107
coukin,0.44027686809079336,0.0056443422137480975,0.4292139573518471,0.45133977882973964
cowscj1,0.439982298311096,0.004046526500461871,0.43205110637019073,0.4479134902520012
crithr,0.4400464943932922,0.003094974179797982,0.43398034500088817,0.4461126437856962
cubthr,0.4400154189929445,0.002925004587665158,0.4342824100011208,0.4457484279847682
daejun,0.4399239861812324,4.265975907936288e-4,0.4390878549032769,0.4407601174591879
dickci,0.4400666096859791,0.001270913772385517,0.4375756186921035,0.4425576006798547
doccor,0.4341562408245336,0.007823798326040153,0.41882159610549485,0.4494908855435723
dowwoo,0.4400122871577052,6.778823673395006e-4,0.4386836377177198,0.4413409365976906
dunlin,0.43229076784933484,0.009730211438320919,0.41321955343022587,0.4513619822684438
dusfly,0.4399713718956581,0.0012430730110026885,0.4375349487940928,0.4424077949972234
dusgro,0.43996045460094235,0.002788000359334357,0.434495973896647,0.4454249353052377
eargre,0.4384539941283433,0.018211459553810212,0.4027595334028753,0.4741484548538113
easblu,0.4399969389134071,7.500628254228138e-4,0.43852681577557834,0.4414670620512358
easkin,0.43987137358349637,8.563979306706425e-4,0.43819283363938194,0.4415499135276108
easmea,0.4400062025867882,0.0010884078118268497,0.43787292327560756,0.4421394818979688
easowl1,0.4399636946110064,0.001093680254782879,0.4378200813116319,0.44210730791038083
easpho,0.4399401221986484,7.454473058423074e-4,0.43847904547919747,0.44140119891809937
eastow,0.43998374274782287,9.78742625479019e-4,0.43806540720188397,0.44190207829376177
easwpw1,0.4399785696212072,0.0020777467118217098,0.43590618606603665,0.4440509531763777
eawpew,0.4399849329179729,7.927499924393381e-4,0.43843114293279184,0.441538722903154
evegro,0.43999521666275504,0.0015681787981353958,0.43692158621840965,0.4430688471071004
ferhaw,0.43993310938365854,0.0013203299478248445,0.43734526268592183,0.44252095608139524
fiespa,0.44000795374360396,8.227257450655846e-4,0.4383954112832754,0.4416204962039325
fiscro,0.4393404673537923,0.0029198346983482708,0.4336175913450297,0.4450633433625549
forter,0.42806590101782377,0.00588056338330682,0.4165399967865424,0.4395918052491051
foxspa,0.43940818303588436,7.93063737557875e-4,0.43785377811027093,0.4409625879614978
fragul,0.4397862218911988,0.009061708578226607,0.4220252730778747,0.45754717070452294
fuwduc,0.44046683171489365,0.008594207533815065,0.42362218494861614,0.45731147848117115
gadwal,0.4398535534966841,0.0019947476375880404,0.43594384812701154,0.44376325886635665
gamqua,0.43998719840410905,0.0032067468941240937,0.43370197449162584,0.44627242231659225
gbbgul,0.39667587256105896,0.016574492158969,0.3641898679294797,0.4291618771926382
gilfli,0.4402067232944564,0.0064396807858937526,0.42758494895410465,0.4528284976348082
gilwoo,0.4401943423441903,0.0053482124256617174,0.4297118459898933,0.4506768386984873
gloibi,0.4397305575984254,0.007664604039406248,0.42470793368118914,0.45475318151566163
gnttow,0.43997271736084725,0.0012578622238999014,0.43750730740200344,0.44243812731969107
gnwtea,0.4394914716167973,0.003095599919118844,0.43342409577532437,0.44555884745827024
gockin,0.4397538776933836,7.699348866914674e-4,0.43824480531546833,0.44126295007129884
gocspa,0.4389589079178136,0.0017679335452899705,0.4354937581690453,0.44242405766658194
gofwoo,0.440128146789686,0.0034937866059150057,0.4332803250420926,0.4469759685372794
goleag,0.43967526487763603,0.0015731782620016462,0.4365918354841128,0.44275869427115927
gowwar,0.43991966022141016,0.0022801770909156777,0.4354505131232154,0.4443888073196049
graspa,0.4399865150446034,0.0010858779305513396,0.43785819430072276,0.44211483578848404
grawar,0.44000373221718947,0.004793324913080614,0.43060881538755147,0.44939864904682747
grbani,0.4404510845972092,0.008402701309537216,0.4239817900305163,0.45692037916390216
grbher3,0.4392390513190091,9.086003747369106e-4,0.43745819458452473,0.44101990805349345
grcfly,0.439984014108088,7.934756069259485e-4,0.43842880191851313,0.4415392262976629
greegr,0.4389695386529603,0.002597908418061537,0.4338776381535597,0.4440614391523609
greroa,0.43997190513931955,0.0020588452358659723,0.4359365684770222,0.4440072418016169
gresca,0.43543017805642636,0.0069767291325635375,0.4217557889566018,0.4491045671562509
greyel,0.43971595434871763,0.0017198169940959192,0.4363451130402896,0.44308679565714565
grhowl,0.4400017180673167,6.339802975881303e-4,0.43875911668404394,0.44124431945058945
grnher,0.4397445632061194,0.0010540537119318196,0.437678617930733,0.44181050848150577
grnjay,0.44022547315839483,0.005921447945156431,0.42861943518588824,0.4518315111309014
grpchi,0.4399322818164677,0.00360911074678734,0.43285842475276454,0.4470061388801709
grtgra,0.4394815577951174,0.004126192160729017,0.4313942211600885,0.44756889443014625
grycat,0.43994085683486456,7.670406929324774e-4,0.4384374570767169,0.44144425659301223
gryfly,0.4400140482623158,0.0013404234386291292,0.43738681832260273,0.4426412782020289
gryjay,0.44001720205913586,0.0015553846276927178,0.4369686481888581,0.4430657559294136
grykin,0.4385058525493423,0.029001809518717874,0.38166230589265526,0.4953493992060294
gryvir,0.44013870854114817,0.002929119173690969,0.4343976349607139,0.44587978212158247
gwfgoo,0.43970734411645923,0.0021202122475578143,0.43555172811124593,0.44386296012167253
gycthr,0.4397702583843511,0.0013212339127209355,0.43718063991541806,0.4423598768532841
haiwoo,0.44000495645324256,7.610745157256517e-4,0.4385132504024203,0.44149666250406483
hamfly,0.43999904703563986,0.0015032001035511706,0.43705277483267957,0.44294531923860014
harduc,0.37355030749341434,0.006089685088057232,0.3616145247208222,0.3854860902660065
harspa,0.4400287766609871,0.0016496141345214443,0.4367955329573251,0.4432620203646491
henspa,0.4400956506578432,0.003010721011292327,0.4341946374757102,0.44599666383997616
heptan,0.43987544324819083,0.004985089255398536,0.4301046683076097,0.449646218188772
hergul,0.4328210331443989,0.008958680772877634,0.41526201882955877,0.45038004745923904
herthr,0.43946770623070613,6.828479133544958e-4,0.4381293243205313,0.44080608814088096
herwar,0.44013105839620476,0.0034271461878725633,0.43341385186797454,0.44684826492443497
hoared,0.4381720141781145,0.0020327171597868707,0.43418788854493223,0.4421561398112968
hoomer,0.43990283622719817,0.0022970877128633614,0.435400544309986,0.44440512814441036
hooori,0.4399329412566098,0.0033071119234121395,0.43345100188672203,0.4464148806264976
hoowar,0.4400020263421089,0.0016926510695441286,0.4366844302458024,0.4433196224384154
horgre,0.4312222407553219,0.0043056812379275375,0.4227831055289839,0.4396613759816599
horlar,0.43994738427103824,0.0013349231898339194,0.4373309348189638,0.4425638337231127
houfin,0.44000355823035037,0.001474135768947114,0.43711425212321403,0.4428928643374867
houwre,0.43998032346069066,5.468372039415947e-4,0.43890852254096513,0.4410521243804162
hrshaw,0.4402324218634229,0.005547398696078222,0.4293595204191096,0.4511053233077362
hudgod,0.4400265075532643,0.003771830580938575,0.43263371961462466,0.4474192954919039
hutvir,0.43996039218371835,0.0034955787708027732,0.4331090577929449,0.4468117265744918
incdov,0.4393354282068643,0.013917489819813054,0.4120571481600307,0.46661370825369786
indbun,0.43999498662418884,9.188978911393543e-4,0.4381939467575557,0.441796026490822
juntit1,0.43992898031969074,0.002821527007282466,0.4343987873854171,0.4454591732539644
kenwar,0.4400331900908786,0.0016703223337349003,0.4367593583167582,0.443307021864999
killde,0.4399047403611103,9.935897214206357e-4,0.4379573045071259,0.44185217621509476
kineid,0.3940178567221038,0.007883307191919734,0.3785665746259411,0.4094691388182665
kinrai4,0.4389772270607366,0.006278517808339417,0.42667133215639136,0.45128312196508186
labwoo,0.4399823017200648,0.0018053166381286395,0.4364438811093327,0.4435207223307969
laplon,0.4379669974505864,0.0023967442258058373,0.433269378768007,0.4426646161331659
larbun,0.4399531194026431,0.0017834161272849325,0.4364576237931646,0.44344861501212157
larspa,0.439982015542317,9.116510958575616e-4,0.43819517939443614,0.4417688516901978
lawgol,0.4400962587579887,0.0038380730483638576,0.4325736355831955,0.4476188819327819
lazbun,0.43996365535071746,0.001057164542784921,0.437891612846859,0.4420356978545759
leabit,0.43826079760383124,0.004671138793987923,0.4291053655676149,0.44741622964004757
leafly,0.43997612024973637,9.235888566554931e-4,0.4381658860906916,0.4417863544087811
leasan,0.43956243934835215,0.002790495167448344,0.4340930688201534,0.4450318098765509
lecspa,0.4400717307245224,0.0018589062310972464,0.4364282745115718,0.44371518693747297
lecthr,0.43968007614505766,0.007026524956467221,0.4259080872303819,0.4534520650597334
lesgol,0.43995602918304055,0.0014822087533281026,0.4370509000265175,0.44286115833956363
lesnig,0.4399551447868603,0.0025494626042155705,0.4349581980825978,0.44495209149112286
lessca,0.4371764679704127,0.005728245565058404,0.42594910666289826,0.44840382927792716
lesyel,0.4398184853870724,0.0028800737485053076,0.434173540840002,0.44546342993414284
lewwoo,0.4400219541670581,0.002815434371086908,0.4345037027997277,0.44554020553438844
libher,0.43973495207606655,0.003106113066851861,0.4336469704650369,0.4458229336870962
limpki,0.44029671915111473,0.010761870776724206,0.4192034524287353,0.46138998587349417
linspa,0.4399550760871389,4.7941025385602387e-4,0.4390154319895811,0.4408947201846967
lobcur,0.4400275934175822,0.004370856991475689,0.43146071371428985,0.4485944731208745
lobdow,0.4392951473690351,0.004687333850194756,0.43010797302265336,0.4484823217154168
lobthr,0.4400548787591615,0.0053015051667050445,0.4296639286324196,0.4504458288859034
loeowl,0.4399251946799633,0.001948893856908935,0.43610536272042183,0.4437450266395048
logshr,0.4399532286152214,8.763391945978441e-4,0.4382356037938096,0.4416708534366332
lotduc,0.3884106748024947,0.013735548157168079,0.36148900041444526,0.4153323491905441
louwat,0.4400117878210724,0.0014523512674157364,0.4371651793369376,0.44285839630520724
lucwar,0.4400098637411796,0.003465343467960678,0.4332177905439767,0.44680193693838255
macwar,0.44000531195136927,0.0010222982316639188,0.438001607417308,0.44200901648543056
magwar,0.43991687784567374,9.81590099667152e-4,0.4379929612503261,0.44184079444102137
mallar3,0.43938513507286586,0.003091133462614671,0.4333265134861411,0.44544375665959063
margod,0.4380773798396992,0.01832771796365064,0.4021550526309439,0.47399970704845446
marwre,0.4395035436766739,0.0015991004344372856,0.43636930682517683,0.44263778052817093
mcclon,0.4400665334713684,0.003634293039863858,0.43294331911323525,0.4471897478295016
merlin,0.439756035466566,6.069888839456603e-4,0.4385663372540325,0.4409457336790995
mewgul,0.39360614944202643,0.02205681063995233,0.35037480058771986,0.436837498296333
mexjay4,0.4396778879195329,0.011446644998073227,0.41724246372330936,0.4621133121157564
miskit,0.44008301073872974,0.001649872842356946,0.4368492599677101,0.44331676150974936
motduc,0.4356778058110159,0.007667843068052694,0.4206488333976326,0.4507067782243992
moublu,0.4399845376560235,0.0010250492641056895,0.4379754410983764,0.44199363421367066
mouchi,0.4400221659260788,0.0018466147173082136,0.43640280108015467,0.4436415307720029
moudov,0.4399526661107608,5.921602775979693e-4,0.43879203196666877,0.4411133002548528
mouplo,0.4401383266604562,0.010511995946434111,0.41953481460544534,0.4607418387154671
mouqua,0.4400608485209652,0.004279108781880062,0.4316737953084803,0.4484479017334501
mouwar,0.4398102832337971,0.002292288957297706,0.4353173968774936,0.44430316959010063
naswar,0.4399384961523405,8.620609358452461e-4,0.4382488567180838,0.4416281355865972
nopowl,0.4401305571831474,0.0024683454106072243,0.43529260017835725,0.4449685141879376
norbob,0.4400128132373187,0.0013028739525310243,0.4374591802903579,0.44256644618427954
norcar,0.44000780245441384,7.455592379848926e-4,0.43854650634796344,0.44146909856086425
norfli,0.439953249974732,3.237190380497087e-4,0.4393187606601546,0.44058773928930944
norgos,0.4395849295995276,8.58471306352713e-4,0.4379023258390763,0.4412675333599789
norhar2,0.4398017486038688,6.38117714757813e-4,0.4385510378829435,0.4410524593247941
normoc,0.439908872217958,8.309071542925703e-4,0.43828029419554454,0.44153745024037144
norpar,0.4399386533975559,0.0011314514196955575,0.4377210086149526,0.44215629818015917
norpin,0.4389934594873156,0.0020997089083472503,0.434878030026955,0.4431088889476762
norsho,0.43968511144394434,0.0046239937864285315,0.4306220836225444,0.4487481392653443
norshr4,0.4398820013351537,7.709223510639972e-4,0.43837099352706826,0.44139300914323915
norwat,0.43993371576373796,9.028002401066943e-4,0.4381642272931288,0.4417032042343471
nrwswa,0.439106709748925,0.001494213092514555,0.43617805208759647,0.44203536741025357
nstspa,0.43872404364665324,0.002575472242030808,0.43367611805227285,0.4437719692410336
nswowl,0.4399419291771021,0.0014596499324682816,0.4370810153094643,0.44280284304473994
nutwoo,0.439939615648459,0.0049752698234863555,0.4301880867944258,0.44969114450249226
oaktit,0.44012704216531895,0.005692002873766796,0.42897071653273605,0.45128336779790185
olispa,0.44002323478123717,0.005208493831837798,0.42981458687083507,0.4502318826916393
olsfly,0.43996982373425897,7.032071071601995e-4,0.438591537804225,0.44134810966429294
orcori,0.439633182018297,8.676520946949745e-4,0.43793258391269485,0.4413337801238991
orcwar,0.43984098465088256,4.797192225383817e-4,0.43890073497470733,0.4407812343270578
osprey,0.4363692962191625,0.002125392819986792,0.4322035262919884,0.4405350661463366
ovenbi1,0.43997916009559945,0.001410031525077788,0.437215498306447,0.4427428218847519
pacwre1,0.43377815839686085,0.002671229839541019,0.4285425479113604,0.43901376888236127
pagplo,0.4311925836936843,0.0049071818762302915,0.42157450721627293,0.44081066017109566
paibun,0.44002261489375055,0.0017498791079966994,0.436592851842077,0.4434523779454241
palwar,0.43985741367804615,0.0015007169481779782,0.4369160084596173,0.442798818896475
pasfly,0.4395120239482372,0.0026214501463621507,0.43437398166136737,0.444650066235107
pecsan,0.43928523020139126,0.0035511524441536827,0.43232497141085,0.4462454889919325
perfal,0.43478557938098134,0.0012037262369919526,0.4324262759564771,0.4371448828054856
phaino,0.4401013606134228,0.0033233012230440063,0.43358769021625654,0.4466150310105891
phivir,0.43994682515117217,0.001001502072001684,0.4379838810900489,0.44190976921229547
pibgre,0.4397758972315767,0.0013901953703787662,0.4370511143056343,0.44250068015751903
pilwoo,0.44001329942323,9.424634952275971e-4,0.43816607097258387,0.4418605278738761
pingro,0.43980385555090074,0.0011647767972120659,0.4375208930283651,0.44208681807343636
pinjay,0.4399054560784617,0.002797969056629702,0.43442143672746747,0.44538947542945595
pinsis,0.4397898610145001,8.702353717465221e-4,0.4380841996858769,0.44149552234312334
pinwar,0.4399702033636215,0.0012663110547035722,0.43748823369640255,0.4424521730308405
plsvir,0.43996695348076337,0.002026657587790951,0.4359947046086931,0.44393920235283363
prafal,0.43997946480540284,8.596774280866666e-4,0.438294497046353,0.4416644325644527
prawar,0.4399154467758921,0.0015483589460404494,0.4368806632416528,0.4429502303101314
prowar,0.4399824854249089,0.0026886644764295034,0.4347127030511071,0.44525226779871074
purfin,0.43992134812405814,9.207720904241759e-4,0.4381166348268268,0.4417260614212895
purgal2,0.4397966529637839,0.0074283339471025575,0.42523711842746287,0.4543561875001049
purmar,0.4411813860567837,0.02870171854185398,0.3849260177147499,0.4974367543988175
pursan,0.4062791361983161,0.03719593211164375,0.3333751092594944,0.4791831631371379
pygnut,0.43987053172361934,0.004275565439788157,0.4314904234616346,0.4482506399856041
pyrrhu,0.4400713268245712,0.003273116731393263,0.43365601803104037,0.446486635618102
rebmer,0.43137047281452007,0.014995085780290587,0.4019801046851505,0.46076084094388964
rebnut,0.4399679208373676,0.001004027585197406,0.43800002677038063,0.4419358149043545
rebsap,0.439641151899657,0.002766401681766265,0.43421900460339513,0.4450632991959189
rebwoo,0.4400151707298809,8.017388864393893e-4,0.4384437625124597,0.4415865789473021
recwoo,0.43960067685873866,0.010479545299327231,0.4190607680720573,0.46014058564542004
redcro,0.43899501689187764,0.001365495383627414,0.4363186459399679,0.4416713878437874
redhea,0.43397305014002563,0.00861878791982872,0.41708022581716137,0.4508658744628899
redkno,0.4202553315538167,0.0399015747482473,0.342048245047252,0.49846241806038144
